sme_id,year_month,inflows,outflows,net_cashflow,txn_count,roll3_avg_cf,roll3_volatility
SME0003,2024-10,88445.56,77020.69,11424.869999999995,34,-32412.669999999995,41321.1508235032
SME0003,2024-11,85546.41,127808.56999999998,-42262.16,29,-22951.64333333333,29846.4820242727
SME0003,2024-12,141982.02000000002,71647.51000000001,70334.51,29,13165.74,56318.51822482459
SME0004,2023-01,138148.26,102758.22,35390.03999999999,48,35390.03999999999,
SME0004,2023-02,106897.62,112674.74000000002,-5777.12,45,14806.459999999997,29109.577998191588
SME0004,2023-03,127633.46,146080.69,-18447.229999999996,51,3721.896666666666,28147.58246259229
SME0004,2023-04,131619.03,122504.54,9114.490000000002,45,-5036.619999999998,13795.773176125364
SME0004,2023-05,169198.21000000002,152144.56999999998,17053.64,54,2573.633333333335,18632.365580881924
SME0004,2023-06,142825.08000000002,142820.96,4.119999999997162,50,8724.083333333334,8531.462130352185
SME0004,2023-07,148039.63999999998,124601.61000000002,23438.03,46,13498.596666666665,12114.692909786589
SME0004,2023-08,169773.25,136435.71,33337.53999999999,52,18926.563333333328,17118.534424343496
SME0004,2023-09,162710.57,141647.85,21062.72,47,25946.096666666665,6510.422437248854
SME0004,2023-10,164919.63,152552.86,12366.770000000002,50,22255.676666666666,10536.159537736381
SME0004,2023-11,210142.6,165343.36000000002,44799.23999999999,49,26076.243333333332,16787.431004642523
SME0004,2023-12,232723.91999999998,202944.93000000002,29778.989999999998,47,28981.666666666668,16230.929454243618
SME0004,2024-01,167611.55000000002,136109.38999999998,31502.160000000003,52,35360.13,8219.7887385443
SME0004,2024-02,123721.12999999999,107352.76000000001,16368.37,46,25883.173333333336,8284.982834395814
SME0004,2024-03,149505.45,132550.1,16955.35,49,21608.626666666667,8573.076329033436
SME0004,2024-04,158246.18000000002,122396.51,35849.670000000006,49,23057.796666666673,11081.974278626234
SME0004,2024-05,164809.15,141284.21,23524.939999999995,50,25443.319999999996,9592.130547167302
SME0004,2024-06,189055.21999999997,140751.37,48303.850000000006,46,35892.82,12389.511355937328
SME0004,2024-07,176434.54,139267.83,37166.71000000001,54,36331.833333333336,12410.534214264642
SME0004,2024-08,170759.83,125037.56000000001,45722.270000000004,47,43730.943333333336,5829.494683498147
SME0004,2024-09,176219.5,172964.63999999998,3254.8600000000006,48,28714.61333333334,22459.935030494482
SME0004,2024-10,200138.08000000002,152759.65,47378.42999999999,52,32118.52,25010.375205764103
SME0004,2024-11,218044.48,145597.87,72446.61,46,41026.63333333333,35030.46613573153
SME0004,2024-12,287248.62000000005,206375.19,80873.43,50,66899.48999999999,17422.87753130349
SME0005,2023-01,18689.53,12271.710000000001,6417.82,25,6417.82,
SME0005,2023-02,8309.59,12389.43,-4079.84,21,1168.9899999999998,7422.966572590773
SME0005,2023-03,18829.47,18811.13,18.340000000000828,30,785.4400000000002,5290.703939590648
SME0005,2023-04,11080.210000000003,12966.209999999997,-1886.0000000000007,28,-1982.5,2050.79350876679
SME0005,2023-05,18933.510000000002,16425.81,2507.7,29,213.34666666666666,2203.331709601016
SME0005,2023-06,20374.16,15267.970000000001,5106.1900000000005,33,1909.2966666666664,3534.2955678654466
SME0005,2023-07,13328.23,13395.06,-66.8299999999997,25,2515.686666666667,2586.5192479920456
SME0005,2023-08,23534.269999999997,15167.210000000001,8367.06,27,4468.806666666666,4252.9187939852945
SME0005,2023-09,11790.710000000001,16877.079999999998,-5086.37,24,1071.2866666666666,6798.542259295983
SME0005,2023-10,16643.989999999998,17367.069999999996,-723.0799999999997,30,852.5366666666665,6863.717695348005
SME0005,2023-11,23175.75,18907.86,4267.89,27,-513.8533333333331,4680.638512578528
SME0005,2023-12,24160.8,15081.79,9079.009999999998,30,4207.94,4901.319984851019
SME0005,2024-01,17292.56,15060.320000000002,2232.24,26,5193.046666666666,3515.892632267563
SME0005,2024-02,16603.4,11931.84,4671.5599999999995,27,5327.6033333333335,3470.210296168423
SME0005,2024-03,8433.21,14662.899999999998,-6229.6900000000005,22,224.70333333333352,5721.185671837029
SME0005,2024-04,29526.499999999996,12995.550000000001,16530.95,33,4990.9400000000005,11383.68068731287
SME0005,2024-05,19028.23,16662.149999999998,2366.080000000001,30,4222.446666666668,11493.313543240407
SME0005,2024-06,13511.869999999999,15568.359999999999,-2056.4899999999993,29,5613.513333333335,9709.922702021544
SME0005,2024-07,21318.58,15138.960000000001,6179.620000000001,30,2163.070000000001,4121.806251887636
SME0005,2024-08,14418.689999999999,12609.36,1809.3300000000002,24,1977.4866666666674,4120.629136604425
SME0005,2024-09,26730.08,18554.41,8175.67,28,5388.206666666667,3256.120782009376
SME0005,2024-10,12350.669999999998,18435.07,-6084.400000000001,22,1300.1999999999998,7143.655165172799
SME0005,2024-11,24238.819999999996,15819.25,8419.570000000002,27,3503.6133333333332,8304.358588273592
SME0005,2024-12,16553.5,14857.8,1695.7000000000005,23,1343.6233333333341,7258.392034371893
SME0006,2023-01,54121.439999999995,55922.93000000001,-1801.4899999999989,49,-1801.4899999999989,
SME0006,2023-02,41745.86,43085.03,-1339.1699999999992,44,-1570.329999999999,326.90960707816447
SME0006,2023-03,52737.69,57459.06,-4721.369999999999,49,-2620.676666666666,1833.8809411009574
SME0006,2023-04,47184.46,56796.420000000006,-9611.960000000003,45,-5224.166666666667,4159.250769313309
SME0006,2023-05,58962.810000000005,58393.17,569.6400000000012,51,-4587.8966666666665,5092.112134275261
SME0006,2023-06,54771.94,54306.74999999999,465.1899999999987,46,-2859.0433333333335,5848.430565616159
SME0006,2023-07,49761.5,62005.4,-12243.899999999998,46,-3736.356666666665,7367.933742036048
SME0006,2023-08,59695.84,56719.329999999994,2976.5099999999966,51,-2934.066666666667,8159.744454113332
SME0006,2023-09,56294.509999999995,49588.72,6705.789999999998,45,-853.8666666666671,10038.75125851982
SME0006,2023-10,64248.600000000006,75584.18999999999,-11335.59,50,-551.0966666666682,9523.96213096909
SME0006,2023-11,64431.15,77110.87000000001,-12679.720000000003,48,-5769.840000000001,10825.09488581509
SME0006,2023-12,79740.48000000001,72679.37000000001,7061.109999999997,45,-5651.4000000000015,11029.850599137779
SME0006,2024-01,60347.01,75140.37,-14793.36,53,-6803.990000000002,12053.946118176405
SME0006,2024-02,38132.65000000001,49054.560000000005,-10921.91,47,-6218.053333333334,11661.868006483066
SME0006,2024-03,44929.399999999994,48604.17,-3674.770000000004,45,-9796.68,5644.055971701559
SME0006,2024-04,48158.340000000004,59544.67,-11386.330000000004,51,-8661.003333333336,4324.443735896372
SME0006,2024-05,55620.30000000001,61665.0,-6044.7,50,-7035.266666666669,3950.0577399872745
SME0006,2024-06,43965.27,48219.56,-4254.289999999998,44,-7228.44,3710.448615881921
SME0006,2024-07,56556.12,69785.84999999999,-13229.73,56,-7842.906666666665,4750.241173923002
SME0006,2024-08,46787.63,50842.01,-4054.3800000000006,46,-7179.466666666664,5240.635057322097
SME0006,2024-09,50325.37,63722.82000000001,-13397.45,48,-10227.186666666666,5346.465103938619
SME0006,2024-10,63148.33,75116.72,-11968.39,55,-9806.74,5032.67198395644
SME0006,2024-11,60622.700000000004,61656.07,-1033.37,45,-8799.736666666666,6763.718764240082
SME0006,2024-12,80709.72,81081.51999999999,-371.79999999999814,50,-4457.853333333332,6512.721357637938
SME0007,2023-01,93652.33,56502.15999999999,37150.17,26,37150.17,
SME0007,2023-02,74200.87000000001,57623.41,16577.46,28,26863.815,14547.102748384297
SME0007,2023-03,31609.410000000003,84750.31,-53140.899999999994,23,195.57666666666773,47322.23480137464
SME0007,2023-04,113943.04000000001,61031.64,52911.399999999994,33,5449.32,53894.797603453335
SME0007,2023-05,82389.2,67511.14,14878.06,32,4882.8533333333335,53728.02528526926
SME0007,2023-06,77822.26000000001,82202.88,-4380.619999999999,29,21136.28,29154.208565769706
SME0007,2023-07,73701.06000000001,59993.67,13707.39,28,8068.276666666666,10796.93883585682
SME0007,2023-08,75117.28,67912.3,7204.980000000001,30,5510.583333333333,9162.273816473356
SME0007,2023-09,82247.77999999998,81895.24,352.53999999999724,32,7088.303333333332,6678.189478745962
SME0007,2023-10,83657.57,86134.54,-2476.9699999999975,33,1693.5166666666664,4978.323288621709
SME0007,2023-11,62652.55,78452.11,-15799.56,31,-5974.663333333334,8625.426226745742
SME0007,2023-12,85240.67,89588.33000000002,-4347.6600000000035,27,-7541.396666666667,7212.684416986043
SME0007,2024-01,105430.55,64051.66,41378.89,31,7077.2233333333315,30252.92970087084
SME0007,2024-02,90428.31999999999,56894.439999999995,33533.880000000005,23,23521.703333333335,24452.24130686251
SME0007,2024-03,66823.36,79596.76,-12773.400000000001,31,20713.123333333333,29264.2525821254
SME0007,2024-04,63034.66000000001,60400.05,2634.6100000000006,27,7798.363333333335,23581.545891124973
SME0007,2024-05,73264.84,67826.31,5438.529999999999,24,-1566.753333333334,9805.977206542602
SME0007,2024-06,89689.37999999999,79243.72,10445.66,31,6172.933333333333,3956.9731762589795
SME0007,2024-07,76993.33000000002,69169.61,7823.719999999999,28,7902.636666666665,2504.4976720757973
SME0007,2024-08,83844.04000000001,60490.19,23353.85,29,13874.409999999998,8313.451712501841
SME0007,2024-09,69149.34,105554.82,-36405.48,29,-1742.636666666669,31006.94705090511
SME0007,2024-10,94578.95000000001,72585.72000000002,21993.230000000003,30,2980.5333333333324,34116.07181983637
SME0007,2024-11,82328.37,67210.14,15118.230000000001,25,235.3266666666665,31917.517778455658
SME0007,2024-12,94936.36,89018.22,5918.139999999994,28,14343.199999999999,8065.521263545191
SME0008,2023-01,266035.66,201081.76,64953.89999999999,50,64953.89999999999,
SME0008,2023-02,192951.33000000002,192695.96000000002,255.37000000000626,44,32604.634999999995,45748.76929580127
SME0008,2023-03,274196.65,293629.48999999993,-19432.84000000001,50,15258.809999999992,44148.70191559543
SME0008,2023-04,264179.39,218263.94999999998,45915.43999999999,44,8912.65666666666,33523.28868206747
SME0008,2023-05,343264.3399999999,279415.44000000006,63848.90000000001,53,30110.499999999996,43832.74062455598
SME0008,2023-06,289129.74000000005,270421.64,18708.1,47,42824.14666666667,22728.616918205407
SME0008,2023-07,285966.71,237416.5,48550.21000000001,45,43702.40333333334,22957.545127213256
SME0008,2023-08,363317.78,286354.97,76962.81,51,48073.706666666665,29130.27807738939
SME0008,2023-09,288344.3,261352.83000000002,26991.469999999994,46,50834.829999999994,25063.884809765616
SME0008,2023-10,296465.1,285941.63,10523.469999999987,49,38159.25,34598.93000520681
SME0008,2023-11,369181.92000000004,341859.75000000006,27322.17,48,21612.37,9604.692500543657
SME0008,2023-12,428639.33,359772.79000000004,68866.53999999998,46,35570.72666666666,30033.439189820278
SME0008,2024-01,334417.89999999997,232892.35,101525.55,51,65904.75333333334,37190.24786217797
SME0008,2024-02,222703.07,237228.05999999997,-14524.989999999998,46,51955.700000000004,59844.919088441406
SME0008,2024-03,279207.39999999997,297262.62,-18055.22,47,22981.78000000001,68043.79828700701
SME0008,2024-04,297416.00000000006,221243.61000000002,76172.38999999998,50,14530.72666666667,53412.42013650225
SME0008,2024-05,285594.51000000007,261698.85,23895.659999999996,49,27337.61,47208.006592419246
SME0008,2024-06,303638.63,275539.56,28099.069999999992,45,42722.37333333333,29044.70476966899
SME0008,2024-07,359994.01,269570.63999999996,90423.37,51,47472.700000000004,37255.700288596105
SME0008,2024-08,251209.74,228472.3,22737.43999999999,46,47086.62666666667,37626.343977572855
SME0008,2024-09,278477.61,327897.06000000006,-49419.45,47,21247.120000000006,69933.32086112384
SME0008,2024-10,377386.51999999996,296795.88999999996,80590.62999999999,51,17969.540000000005,65136.0489913926
SME0008,2024-11,398686.42,259353.40999999997,139333.01,45,56834.73000000001,96592.5974266165
SME0008,2024-12,501308.09,379082.47000000003,122225.62000000002,49,114049.75333333334,30212.586761636903
SME0009,2023-01,170272.40000000002,149308.31,20964.089999999997,49,20964.089999999997,
SME0009,2023-02,162861.4,232550.89999999997,-69689.5,47,-24362.705,64101.76822790499
SME0009,2023-03,170407.33000000002,172010.64,-1603.3099999999977,51,-16776.24,47193.02595257799
SME0009,2023-04,160511.69,165689.33000000002,-5177.6399999999885,46,-25490.149999999994,38319.458034451636
SME0009,2023-05,209459.1,251208.00000000006,-41748.9,57,-16176.616666666663,22218.240589601894
SME0009,2023-06,205652.4,179228.37,26424.030000000006,48,-6834.1699999999955,34116.640586770845
SME0009,2023-07,197808.31999999998,183667.91,14140.41000000001,47,-394.81999999999607,36336.50753114421
SME0009,2023-08,265946.19999999995,281348.77,-15402.57,54,8387.290000000006,21498.602493901777
SME0009,2023-09,209165.99,165980.93,43185.060000000005,47,13974.300000000003,29294.168219174608
SME0009,2023-10,174069.23,163286.22000000003,10783.009999999995,50,12855.166666666664,29348.730333570362
SME0009,2023-11,177622.69,248195.68,-70572.98999999999,53,-5534.973333333332,58608.2837148541
SME0009,2023-12,182511.56,166219.66,16291.899999999994,49,-14499.360000000002,48639.24293500773
SME0009,2024-01,153361.16999999998,169869.6,-16508.429999999993,53,-23596.506666666664,43864.084417692255
SME0009,2024-02,129721.5,245674.52000000002,-115953.02,48,-38723.18333333334,68864.36789586638
SME0009,2024-03,143284.58,160604.94,-17320.360000000004,49,-49927.27000000001,57181.417915946266
SME0009,2024-04,157119.02,159855.72,-2736.699999999997,50,-45336.693333333336,61588.71632587363
SME0009,2024-05,188220.08000000002,238756.77,-50536.689999999995,53,-23531.250000000004,24497.778000139097
SME0009,2024-06,161297.12,164512.82,-3215.699999999999,46,-18829.69666666667,27460.106152927237
SME0009,2024-07,208224.28999999998,192019.49,16204.800000000003,55,-12515.863333333336,34328.94406146265
SME0009,2024-08,184578.93999999997,260269.19999999998,-75690.26000000001,49,-20900.386666666673,48432.8052044741
SME0009,2024-09,167046.09,173968.03,-6921.940000000005,49,-22135.800000000007,47799.28519523696
SME0009,2024-10,156024.61,170499.34,-14474.73,54,-32362.31000000001,37712.65832048836
SME0009,2024-11,142067.55000000002,237972.84999999998,-95905.29999999999,48,-39100.65666666667,49338.99864576127
SME0009,2024-12,189992.66,173710.04999999996,16282.610000000008,54,-31365.80666666666,57969.93307535754
SME0010,2023-01,28679.309999999998,16211.15,12468.16,34,12468.16,
SME0010,2023-02,18308.36,25556.46,-7248.099999999999,27,2610.03,13941.50114563708
SME0010,2023-03,17202.539999999997,16397.87,804.6700000000001,25,2008.2433333333336,9913.080685308343
SME0010,2023-04,17878.86,16797.69,1081.17,23,-1787.4199999999998,4731.107968467852
SME0010,2023-05,25625.329999999998,27550.679999999997,-1925.3500000000013,28,-13.170000000000377,1661.7573008114052
SME0010,2023-06,28685.820000000003,16398.18,12287.64,30,3814.486666666666,7490.36288741963
SME0010,2023-07,22866.21,16226.989999999998,6639.22,27,5667.169999999999,7156.181390022196
SME0010,2023-08,27262.76,26612.760000000002,650.0000000000018,27,6525.620000000002,5819.651614349435
SME0010,2023-09,15033.380000000001,16410.44,-1377.0599999999995,22,1970.7200000000014,4168.14254175646
SME0010,2023-10,20739.179999999997,22872.61,-2133.4300000000003,28,-953.4966666666654,1439.2446158430964
SME0010,2023-11,27233.63,28013.34,-779.71,28,-1430.066666666666,678.4148727978625
SME0010,2023-12,22945.58,17040.86,5904.720000000001,30,997.1933333333342,4303.603484015847
SME0010,2024-01,29352.000000000004,16635.53,12716.470000000001,31,5947.160000000001,6748.190091669025
SME0010,2024-02,22989.259999999995,26213.480000000003,-3224.2200000000003,25,5132.323333333334,7998.3652627917245
SME0010,2024-03,19097.739999999998,16045.029999999999,3052.71,24,4181.653333333334,8030.086189228191
SME0010,2024-04,25441.11,16311.61,9129.5,31,2985.9966666666664,6177.130196234602
SME0010,2024-05,15603.32,27791.059999999998,-12187.74,25,-1.8433333333335515,10981.980802843964
SME0010,2024-06,27380.69,16300.96,11079.730000000001,25,2673.8300000000004,12907.383406868335
SME0010,2024-07,23483.870000000003,16503.89,6979.9800000000005,31,1957.323333333334,12420.309981785213
SME0010,2024-08,32733.109999999997,26327.35,6405.76,30,8155.156666666667,2548.9760765125548
SME0010,2024-09,10707.91,22645.42,-11937.509999999998,22,482.7433333333338,10760.086049852638
SME0010,2024-10,27504.590000000004,17431.44,10073.15,33,1513.8000000000002,11792.613912534405
SME0010,2024-11,26389.649999999998,27096.710000000003,-707.0600000000004,31,-857.14,11006.097465209912
SME0010,2024-12,30092.729999999996,15769.85,14322.88,26,7896.323333333333,7747.81936117727
SME0011,2023-01,15849.889999999998,14238.35,1611.54,49,1611.54,
SME0011,2023-02,14001.68,21479.940000000002,-7478.26,46,-2933.36,6427.45921962948
SME0011,2023-03,16077.95,15684.829999999998,393.11999999999944,50,-1824.5333333333335,4934.025308015083
SME0011,2023-04,17447.91,13853.81,3594.1,45,-1163.6800000000003,5697.982859960181
SME0011,2023-05,23040.5,21707.79,1332.7099999999991,53,1773.3099999999995,1645.3463191984863
SME0011,2023-06,21738.74,15022.71,6716.030000000001,47,3880.9466666666667,2703.0990202420157
SME0011,2023-07,25924.760000000002,15952.900000000001,9971.86,48,6006.866666666666,4363.016462911107
SME0011,2023-08,29977.370000000003,24302.100000000006,5675.27,53,7454.386666666668,2241.4391208403003
SME0011,2023-09,22848.85,15784.91,7063.9400000000005,48,7570.356666666667,2192.6045670009307
SME0011,2023-10,21386.799999999996,14282.100000000002,7104.700000000001,49,6614.636666666668,813.7706342903601
SME0011,2023-11,17379.2,22193.609999999997,-4814.41,50,3118.0766666666673,6869.765198464452
SME0011,2023-12,22651.66,14874.07,7777.59,46,3355.9600000000005,7083.742280087552
SME0011,2024-01,19173.54,15340.649999999998,3832.89,54,2265.3566666666666,6440.6899136143265
SME0011,2024-02,13138.980000000003,20949.649999999998,-7810.67,47,1266.6033333333332,8104.803075863923
SME0011,2024-03,15099.300000000001,15238.969999999998,-139.66999999999962,46,-1372.4833333333336,5918.867620122391
SME0011,2024-04,19840.930000000004,14638.85,5202.08,49,-916.0866666666667,6541.02688962775
SME0011,2024-05,22089.399999999998,22780.71,-691.3100000000004,51,1457.033333333333,3255.0126841585875
SME0011,2024-06,22405.38,14695.080000000002,7710.3,46,4073.69,4312.9700488294575
SME0011,2024-07,28350.490000000005,17157.77,11192.72,53,6070.57,6109.34350932242
SME0011,2024-08,24699.59,23362.15,1337.4400000000005,48,6746.82,4997.785134677158
SME0011,2024-09,19563.97,15132.230000000003,4431.74,46,5653.966666666666,5040.0411196867535
SME0011,2024-10,24236.370000000003,15529.12,8707.25,52,4825.4766666666665,3700.6480893261523
SME0011,2024-11,15765.590000000004,21106.670000000002,-5341.08,47,2599.303333333333,7201.198653712679
SME0011,2024-12,23796.840000000004,14615.179999999998,9181.66,49,4182.61,8251.1677733579
SME0012,2023-01,63389.829999999994,49495.38,13894.450000000004,27,13894.450000000004,
SME0012,2023-02,46464.12,50538.649999999994,-4074.5300000000025,32,4909.960000000001,12705.987609005453
SME0012,2023-03,81857.41,79974.45,1882.9599999999991,34,3900.9600000000005,9152.88498562612
SME0012,2023-04,58455.18000000001,51408.399999999994,7046.779999999999,28,1618.4033333333318,5565.373006495912
SME0012,2023-05,52471.57,53033.54,-561.9699999999975,28,2789.2566666666667,3884.4947389117838
SME0012,2023-06,84522.15000000001,77520.29999999999,7001.8499999999985,33,4495.553333333333,4380.001298702241
SME0012,2023-07,68901.75,49573.07,19328.68,26,8589.52,10039.92088501199
SME0012,2023-08,76772.42000000001,52364.649999999994,24407.770000000004,31,16912.766666666666,8950.921220032795
SME0012,2023-09,87465.59999999999,77946.18000000001,9519.419999999998,30,17751.95666666667,7568.373919345777
SME0012,2023-10,104372.59000000001,63101.26000000001,41271.33,30,25066.173333333336,15886.191122293394
SME0012,2023-11,64149.65999999999,52659.630000000005,11490.029999999999,25,20760.26,17790.41372064461
SME0012,2023-12,68969.73999999999,77982.71,-9012.969999999996,31,14582.796666666669,25284.41438640281
SME0012,2024-01,87377.37999999999,52820.020000000004,34557.36,30,12344.80666666667,21797.738333130645
SME0012,2024-02,92692.29000000001,49253.229999999996,43439.06,28,22994.483333333337,28072.743905550684
SME0012,2024-03,76154.65,77115.26000000001,-960.609999999997,26,25678.603333333336,23493.76329979157
SME0012,2024-04,108501.56999999999,49813.45999999999,58688.11,29,33722.18666666667,30988.799104541515
SME0012,2024-05,85255.45,51252.27,34003.18000000001,28,30576.89333333334,29971.603721710206
SME0012,2024-06,105916.34,89135.48999999999,16780.85,26,36490.71333333334,21064.080249093076
SME0012,2024-07,72148.26999999999,49917.39,22230.88,26,24338.30333333334,8802.447812207325
SME0012,2024-08,75783.03,49850.399999999994,25932.629999999997,23,21648.12,4603.6372799450855
SME0012,2024-09,117020.56999999998,93422.59000000001,23597.979999999996,37,23920.49666666667,1871.830926081046
SME0012,2024-10,81885.86,51780.619999999995,30105.239999999998,24,26545.28333333333,3296.6067792555027
SME0012,2024-11,98798.25,48846.549999999996,49951.7,29,34551.64,13727.982159793179
SME0012,2024-12,120581.98,78611.58,41970.4,27,40675.78,9986.366924021946
SME0013,2023-01,247998.02000000005,192894.52999999997,55103.490000000005,48,55103.490000000005,
SME0013,2023-02,184830.11,195630.67,-10800.560000000012,44,22151.464999999997,46601.2006626573
